epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2346.82,1.66955,0.78735,0.8915,0.91903,0.84669,0.89711,0.56174,3.3152,1.39961,1.27255,0.0005941,0.0005941,0.0005941
43,2392.74,1.69956,0.79467,0.89191,0.90932,0.83535,0.89224,0.55882,3.41468,1.39968,1.31513,0.0005842,0.0005842,0.0005842
44,2436.23,1.66823,0.7789,0.88778,0.91383,0.8414,0.89741,0.55837,3.47495,1.48757,1.34172,0.0005743,0.0005743,0.0005743
45,2480.05,1.64641,0.76655,0.88824,0.90549,0.83379,0.8929,0.55231,3.31984,1.47104,1.29024,0.0005644,0.0005644,0.0005644
46,2523.54,1.69279,0.78543,0.89137,0.89378,0.83466,0.88966,0.55954,3.32661,1.34137,1.28754,0.0005545,0.0005545,0.0005545
47,2567.03,1.62389,0.7573,0.8815,0.91607,0.8434,0.8934,0.55161,3.33787,1.45107,1.28399,0.0005446,0.0005446,0.0005446
48,2610.18,1.65066,0.76418,0.88307,0.88752,0.84839,0.89227,0.56061,3.51422,1.51982,1.34386,0.0005347,0.0005347,0.0005347
49,2653.03,1.66322,0.77548,0.8826,0.90679,0.84455,0.88849,0.55882,3.36693,1.41811,1.29733,0.0005248,0.0005248,0.0005248
50,2697.65,1.62739,0.75404,0.87637,0.91129,0.84871,0.89531,0.55908,3.39655,1.38472,1.32583,0.0005149,0.0005149,0.0005149
51,2740.62,1.59965,0.73613,0.87875,0.92722,0.84582,0.89492,0.55638,3.41119,1.42984,1.31339,0.000505,0.000505,0.000505
52,2784,1.60676,0.74116,0.87925,0.91156,0.84673,0.89926,0.55901,3.4133,1.42333,1.30173,0.0004951,0.0004951,0.0004951
53,2828.53,1.60716,0.7503,0.8811,0.8961,0.85055,0.89252,0.5604,3.40478,1.4336,1.30808,0.0004852,0.0004852,0.0004852
54,2871.74,1.58768,0.73998,0.87685,0.91156,0.84423,0.8968,0.55973,3.30257,1.41742,1.30894,0.0004753,0.0004753,0.0004753
55,2915.82,1.57419,0.72844,0.87353,0.90502,0.84239,0.89191,0.5636,3.31721,1.38802,1.27775,0.0004654,0.0004654,0.0004654
56,2959.47,1.57807,0.73577,0.87631,0.89727,0.84584,0.89299,0.56151,3.3054,1.41291,1.30861,0.0004555,0.0004555,0.0004555
57,3002.36,1.57757,0.72601,0.87425,0.91815,0.84877,0.89435,0.56266,3.25799,1.35668,1.29216,0.0004456,0.0004456,0.0004456
58,3045.27,1.56061,0.72172,0.87562,0.89874,0.85299,0.89505,0.55863,3.2567,1.37747,1.25062,0.0004357,0.0004357,0.0004357
59,3089.14,1.55113,0.71635,0.87072,0.9074,0.85202,0.89624,0.55957,3.31732,1.40895,1.29583,0.0004258,0.0004258,0.0004258
60,3132.23,1.54664,0.71401,0.87339,0.91652,0.84203,0.8974,0.55527,3.2895,1.42301,1.28259,0.0004159,0.0004159,0.0004159
61,3175.32,1.54219,0.71777,0.87103,0.91789,0.82941,0.89583,0.56509,3.30693,1.36388,1.27855,0.000406,0.000406,0.000406
62,3219.29,1.52448,0.70116,0.86994,0.91709,0.83246,0.89746,0.56365,3.32759,1.45426,1.33387,0.0003961,0.0003961,0.0003961
63,3262.68,1.53065,0.70293,0.8692,0.90814,0.84417,0.89797,0.56991,3.33379,1.5081,1.3194,0.0003862,0.0003862,0.0003862
64,3307.44,1.53313,0.70301,0.87136,0.90873,0.85372,0.89515,0.56046,3.42896,1.44892,1.32312,0.0003763,0.0003763,0.0003763
65,3351.06,1.48357,0.6914,0.86468,0.90941,0.84359,0.90039,0.56878,3.40711,1.4733,1.31753,0.0003664,0.0003664,0.0003664
66,3396.86,1.50031,0.68752,0.86015,0.91047,0.85129,0.89655,0.55913,3.31694,1.462,1.30409,0.0003565,0.0003565,0.0003565
67,3440.46,1.50195,0.68697,0.86331,0.91186,0.85872,0.9026,0.57104,3.345,1.38031,1.29954,0.0003466,0.0003466,0.0003466
68,3486.18,1.49788,0.68727,0.86638,0.93318,0.84825,0.90264,0.56961,3.3548,1.45383,1.2891,0.0003367,0.0003367,0.0003367
69,3529.07,1.4852,0.68299,0.86066,0.90941,0.84467,0.89865,0.56716,3.47968,1.4388,1.34708,0.0003268,0.0003268,0.0003268
70,3571.99,1.45166,0.67389,0.86286,0.92352,0.84144,0.89753,0.57177,3.3409,1.3733,1.3031,0.0003169,0.0003169,0.0003169
71,3615.04,1.45392,0.66927,0.86269,0.91341,0.83985,0.89533,0.56435,3.36604,1.38496,1.29753,0.000307,0.000307,0.000307
72,3658.44,1.44621,0.66442,0.86205,0.9184,0.85182,0.90063,0.56872,3.34889,1.40669,1.28419,0.0002971,0.0002971,0.0002971
73,3702.29,1.44368,0.66493,0.85761,0.91349,0.83876,0.89803,0.56752,3.33256,1.3887,1.30543,0.0002872,0.0002872,0.0002872
