epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2656.28,0.09641,0.29442,0.87991,0.88963,0.84973,0.898,0.55524,0.71544,0.75194,1.71587,0.0005941,0.0005941,0.0005941
43,2719.18,0.09507,0.2937,0.87534,0.89262,0.85189,0.90089,0.55553,0.68778,0.69368,1.68877,0.0005842,0.0005842,0.0005842
44,2782.41,0.09766,0.29781,0.87942,0.89599,0.85873,0.89509,0.55203,0.6854,0.67082,1.7749,0.0005743,0.0005743,0.0005743
45,2845.39,0.09849,0.29502,0.87853,0.91299,0.82748,0.90051,0.55261,0.70059,0.72561,1.78216,0.0005644,0.0005644,0.0005644
46,2908.01,0.09505,0.29067,0.8729,0.87254,0.87441,0.90355,0.56086,0.71599,0.72058,1.74622,0.0005545,0.0005545,0.0005545
47,2970.28,0.09841,0.29465,0.87706,0.90479,0.84702,0.89957,0.56021,0.69358,0.68638,1.78738,0.0005446,0.0005446,0.0005446
48,3032.52,0.09722,0.29323,0.87639,0.90728,0.83495,0.89623,0.55621,0.70615,0.68735,1.81151,0.0005347,0.0005347,0.0005347
49,3094.52,0.09665,0.29081,0.87434,0.92344,0.81852,0.89388,0.56049,0.73476,0.713,1.82801,0.0005248,0.0005248,0.0005248
50,3156.87,0.09768,0.29121,0.87422,0.89826,0.8603,0.90155,0.56025,0.75951,0.71768,1.83221,0.0005149,0.0005149,0.0005149
51,3219.21,0.09564,0.28816,0.87208,0.89831,0.86252,0.90306,0.56239,0.7062,0.67006,1.72605,0.000505,0.000505,0.000505
52,3281.34,0.09225,0.28423,0.87018,0.89225,0.87331,0.90339,0.566,0.68133,0.65129,1.70434,0.0004951,0.0004951,0.0004951
53,3343.85,0.09436,0.28799,0.87163,0.88988,0.86607,0.9023,0.55891,0.72534,0.70927,1.76243,0.0004852,0.0004852,0.0004852
54,3406.06,0.09431,0.28612,0.87024,0.91036,0.82595,0.89681,0.56274,0.73357,0.72424,1.78769,0.0004753,0.0004753,0.0004753
