                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.66441,                0.56563,                 1.1829,                0.83462,                0.59836,                 1.1769,                0.86486,                0.80189,                0.85542,                0.49026,                 1.3496,                0.70199,                 1.6484,                 1.5535,                0.76354,                  1.608,              0.0003466,              0.0003466,              0.0003466
                    102,                0.65878,                0.57035,                  1.188,                0.82506,                 0.6055,                 1.1839,                0.90273,                0.77854,                0.85439,                0.48516,                 1.3774,                0.71207,                 1.6637,                 1.5379,                  0.836,                 1.6119,                0.00034,                0.00034,                0.00034
                    103,                0.65877,                0.56398,                 1.1794,                 0.8337,                 0.5967,                 1.1765,                0.89091,                0.77833,                0.86101,                0.49095,                 1.3798,                0.72249,                 1.6705,                  1.569,                0.80546,                 1.6303,              0.0003334,              0.0003334,              0.0003334
                    104,                0.66301,                0.56586,                 1.1879,                0.82648,                0.59137,                 1.1879,                 0.8804,                0.79892,                0.84781,                0.47912,                 1.3834,                0.70845,                 1.6627,                 1.5795,                0.80307,                 1.6218,              0.0003268,              0.0003268,              0.0003268
                    105,                 0.6528,                0.56664,                   1.19,                0.82077,                0.60054,                 1.1911,                  0.874,                 0.7966,                0.84949,                  0.484,                 1.3987,                0.72979,                 1.6728,                 1.5525,                0.85073,                 1.6296,              0.0003202,              0.0003202,              0.0003202
                    106,                0.65887,                0.56864,                 1.1763,                0.83853,                0.60616,                 1.1811,                0.88779,                 0.7982,                0.84869,                0.48459,                 1.3653,                 0.7102,                 1.6679,                 1.5811,                0.81168,                 1.6415,              0.0003136,              0.0003136,              0.0003136
                    107,                0.66065,                0.57135,                 1.1907,                0.83647,                0.61323,                 1.1919,                 0.8897,                0.76697,                0.84363,                0.47791,                 1.4042,                0.72083,                  1.677,                 1.5936,                0.81688,                 1.6345,               0.000307,               0.000307,               0.000307
                    108,                0.65222,                0.56272,                 1.1725,                0.84279,                0.60003,                 1.1775,                0.87293,                0.82101,                0.85804,                0.48873,                 1.3755,                0.70744,                 1.6467,                 1.5635,                0.79452,                 1.6208,              0.0003004,              0.0003004,              0.0003004
                    109,                0.65937,                0.56431,                 1.1811,                0.84045,                0.60495,                 1.1833,                 0.8546,                0.79728,                0.84282,                0.48082,                 1.3593,                0.71219,                  1.658,                  1.528,                 0.8107,                 1.6193,              0.0002938,              0.0002938,              0.0002938
                    110,                0.63677,                0.56524,                 1.1717,                0.80498,                0.60123,                 1.1737,                0.89352,                0.79249,                0.84874,                 0.4875,                 1.3792,                0.70451,                 1.6592,                 1.5438,                0.85643,                 1.6083,              0.0002872,              0.0002872,              0.0002872
                    111,                0.62583,                0.54322,                 1.1597,                0.80448,                0.57506,                 1.1606,                0.88747,                0.77805,                0.84236,                0.48819,                 1.3983,                0.70376,                 1.6807,                 1.5516,                0.84502,                 1.6306,              0.0002806,              0.0002806,              0.0002806
                    112,                0.62928,                0.54378,                 1.1605,                0.80656,                0.57799,                   1.16,                0.85355,                0.81433,                0.85438,                0.49073,                 1.3774,                 0.7027,                 1.6727,                 1.5959,                 0.8152,                 1.6452,               0.000274,               0.000274,               0.000274
                    113,                0.63799,                 0.5533,                 1.1606,                0.81796,                0.58911,                 1.1616,                0.87657,                0.81694,                0.86045,                0.48881,                  1.367,                0.71486,                 1.6711,                 1.5578,                0.82024,                 1.6356,              0.0002674,              0.0002674,              0.0002674
                    114,                0.63668,                0.55492,                  1.167,                0.81535,                0.58976,                  1.168,                0.90209,                0.77667,                0.85022,                0.47734,                 1.3763,                0.70584,                 1.6693,                 1.6244,                0.79746,                 1.6636,              0.0002608,              0.0002608,              0.0002608
                    115,                0.63038,                0.54834,                 1.1598,                0.81796,                0.57859,                 1.1625,                0.86389,                0.80956,                0.85613,                0.48195,                 1.3878,                 0.7187,                 1.6639,                 1.5595,                 0.8452,                 1.6162,              0.0002542,              0.0002542,              0.0002542
                    116,                0.62639,                0.54907,                 1.1634,                0.79505,                0.58132,                 1.1644,                0.85628,                0.82496,                0.85628,                0.48735,                 1.3786,                0.69682,                 1.6674,                 1.6129,                0.75988,                 1.6482,              0.0002476,              0.0002476,              0.0002476
                    117,                0.62484,                0.55331,                 1.1575,                0.80821,                0.59794,                 1.1614,                0.87107,                0.80052,                 0.8505,                0.48818,                  1.347,                0.69652,                  1.659,                 1.5613,                0.79459,                 1.6268,               0.000241,               0.000241,               0.000241
                    118,                0.60771,                0.53644,                  1.146,                0.78268,                0.56877,                   1.15,                0.89399,                0.78103,                0.85074,                0.48558,                 1.3772,                0.73427,                 1.6807,                 1.5716,                0.81801,                 1.6497,              0.0002344,              0.0002344,              0.0002344
                    119,                 0.6176,                0.54225,                 1.1523,                0.78509,                 0.5776,                 1.1547,                0.86912,                 0.8053,                0.85375,                0.48719,                 1.3678,                0.69995,                 1.6674,                 1.5945,                0.79476,                  1.644,              0.0002278,              0.0002278,              0.0002278
                    120,                0.62062,                0.54662,                 1.1518,                0.79024,                0.57931,                 1.1522,                0.89114,                0.78727,                0.84314,                0.48085,                 1.3804,                0.71438,                 1.6676,                 1.5753,                0.80628,                 1.6428,              0.0002212,              0.0002212,              0.0002212
                    121,                0.61223,                0.54008,                 1.1507,                0.78555,                0.57965,                 1.1529,                0.86299,                0.80988,                0.85492,                0.48772,                 1.3782,                0.70965,                 1.6655,                 1.5882,                 0.8011,                 1.6295,              0.0002146,              0.0002146,              0.0002146
                    122,                  0.635,                0.55186,                 1.1588,                0.81755,                 0.5887,                 1.1591,                0.86817,                0.79942,                0.84902,                0.48597,                 1.3686,                0.71621,                 1.6461,                 1.5856,                0.80066,                 1.6024,               0.000208,               0.000208,               0.000208
                    123,                0.60437,                0.53496,                 1.1477,                0.78458,                 0.5672,                   1.15,                 0.8706,                0.79008,                0.84683,                0.48397,                 1.3754,                 0.7012,                  1.686,                 1.5704,                0.82797,                 1.6329,              0.0002014,              0.0002014,              0.0002014
                    124,                0.60657,                0.53511,                 1.1408,                0.78456,                0.57179,                 1.1421,                0.88189,                0.79831,                0.86074,                0.48744,                  1.344,                0.69184,                 1.6596,                 1.5492,                0.80861,                 1.6182,              0.0001948,              0.0001948,              0.0001948
                    125,                0.60617,                0.53963,                   1.15,                0.78959,                0.58041,                 1.1526,                0.86242,                0.81951,                0.85513,                0.48459,                 1.3746,                0.69463,                 1.6872,                 1.5824,                0.79532,                 1.6505,              0.0001882,              0.0001882,              0.0001882
                    126,                0.60846,                0.53457,                 1.1467,                0.78157,                0.55846,                 1.1509,                0.86192,                 0.8095,                0.85318,                0.48855,                 1.3767,                0.69458,                 1.7011,                 1.5917,                0.82319,                 1.6604,              0.0001816,              0.0001816,              0.0001816
                    127,                0.60369,                0.53569,                 1.1436,                0.77262,                0.56248,                 1.1465,                0.85645,                 0.8195,                0.84828,                0.48146,                 1.3773,                0.69716,                 1.6799,                 1.5947,                0.81527,                 1.6478,               0.000175,               0.000175,               0.000175
                    128,                0.60024,                 0.5314,                 1.1445,                0.78697,                 0.5589,                 1.1455,                0.85919,                 0.8079,                0.86001,                 0.4954,                 1.3432,                0.69196,                  1.655,                 1.5837,                0.77464,                 1.6361,              0.0001684,              0.0001684,              0.0001684
                    129,                0.58531,                0.52552,                 1.1334,                0.74738,                 0.5549,                 1.1375,                 0.8708,                0.79584,                0.85493,                0.48801,                 1.3724,                0.69729,                 1.6722,                 1.5926,                0.80377,                 1.6301,              0.0001618,              0.0001618,              0.0001618
                    130,                 0.5927,                0.52724,                 1.1287,                0.77154,                0.54741,                 1.1335,                0.87831,                 0.8102,                0.85896,                0.48884,                 1.3684,                0.69829,                 1.6699,                 1.5901,                0.76953,                 1.6296,              0.0001552,              0.0001552,              0.0001552
                    131,                0.58652,                0.52563,                 1.1352,                0.75267,                0.54952,                 1.1379,                0.88594,                0.79555,                0.85623,                0.49342,                 1.3634,                0.69753,                   1.67,                  1.589,                0.77818,                 1.6315,              0.0001486,              0.0001486,              0.0001486
                    132,                0.58653,                0.52634,                 1.1417,                0.75786,                0.55217,                 1.1435,                0.88851,                0.79279,                0.85477,                0.49036,                 1.3784,                0.70181,                 1.6829,                 1.5829,                 0.8101,                 1.6334,               0.000142,               0.000142,               0.000142
                    133,                0.58533,                0.52249,                  1.125,                0.76905,                0.54926,                 1.1276,                0.88511,                0.80261,                 0.8552,                0.48712,                 1.3782,                0.69526,                 1.6834,                 1.6038,                0.79744,                 1.6519,              0.0001354,              0.0001354,              0.0001354
                    134,                0.59301,                0.52435,                 1.1313,                0.76349,                 0.5455,                 1.1312,                0.88756,                0.79507,                0.85483,                0.48748,                 1.3776,                0.69884,                 1.6826,                 1.5954,                0.79475,                 1.6354,              0.0001288,              0.0001288,              0.0001288
                    135,                0.58707,                0.52544,                  1.134,                0.76831,                0.55884,                 1.1374,                0.88822,                0.79485,                0.85684,                 0.4917,                 1.3789,                0.70751,                 1.6763,                 1.6001,                0.78183,                 1.6262,              0.0001222,              0.0001222,              0.0001222
                    136,                 0.5784,                0.52308,                 1.1214,                 0.7508,                0.55009,                 1.1233,                0.86422,                0.82391,                0.85742,                0.48588,                 1.3636,                 0.6951,                 1.6627,                 1.6077,                0.77695,                 1.6282,              0.0001156,              0.0001156,              0.0001156
                    137,                0.57517,                0.52109,                 1.1271,                0.76336,                0.54692,                 1.1328,                0.88096,                0.79259,                0.86086,                0.48696,                 1.3694,                0.69451,                 1.6841,                 1.6028,                0.78976,                 1.6379,               0.000109,               0.000109,               0.000109
                    138,                0.58057,                0.51795,                 1.1284,                0.75283,                0.53949,                 1.1326,                0.88322,                0.80268,                0.85797,                0.49269,                 1.3819,                0.68923,                 1.6858,                 1.6163,                0.78687,                 1.6463,              0.0001024,              0.0001024,              0.0001024
                    139,                0.57653,                0.52066,                 1.1127,                0.75649,                0.54975,                 1.1182,                0.87031,                0.81305,                 0.8562,                0.48872,                 1.3754,                0.68979,                 1.6748,                 1.6096,                0.79814,                 1.6389,               9.58e-05,               9.58e-05,               9.58e-05
                    140,                 0.5685,                0.51827,                 1.1352,                0.72801,                0.53773,                 1.1399,                0.89431,                0.79198,                0.85354,                0.48569,                 1.3555,                0.68799,                 1.6607,                 1.5898,                 0.7837,                 1.6336,               8.92e-05,               8.92e-05,               8.92e-05
                    141,                0.48624,                0.44717,                 1.0749,                0.63613,                0.42619,                 1.0738,                0.85804,                0.81269,                0.85422,                0.48454,                 1.3726,                0.70295,                 1.7335,                 1.6035,                0.82475,                 1.6706,               8.26e-05,               8.26e-05,               8.26e-05
                    142,                 0.4718,                0.43499,                 1.0726,                0.61784,                0.41025,                 1.0705,                0.88885,                0.79257,                0.84453,                0.48107,                 1.3737,                0.70563,                 1.7222,                 1.6051,                0.81074,                 1.6712,                7.6e-05,                7.6e-05,                7.6e-05
                    143,                0.46331,                0.43054,                 1.0619,                0.61065,                  0.396,                 1.0633,                0.85448,                0.82311,                0.85085,                0.48505,                 1.3602,                0.70188,                  1.725,                 1.5939,                 0.8004,                 1.6594,               6.94e-05,               6.94e-05,               6.94e-05
                    144,                0.45005,                 0.4211,                 1.0576,                0.58557,                0.38586,                 1.0604,                0.89003,                0.79931,                0.84881,                 0.4835,                 1.3773,                 0.7032,                 1.7313,                 1.6078,                0.80817,                 1.6635,               6.28e-05,               6.28e-05,               6.28e-05
                    145,                0.45752,                0.42609,                 1.0614,                0.59971,                0.39756,                 1.0613,                0.89306,                0.79221,                0.85645,                0.48874,                 1.3703,                0.71173,                 1.7363,                 1.6001,                0.79767,                 1.6719,               5.62e-05,               5.62e-05,               5.62e-05
                    146,                0.44988,                 0.4263,                 1.0613,                0.58593,                0.39574,                 1.0598,                0.88478,                0.79763,                0.84917,                0.48642,                 1.3734,                0.71034,                 1.7223,                 1.5938,                0.78252,                 1.6559,               4.96e-05,               4.96e-05,               4.96e-05
                    147,                0.45188,                 0.4269,                 1.0625,                 0.5936,                0.39521,                 1.0617,                0.87809,                0.79898,                0.84935,                0.48487,                 1.3699,                0.70982,                 1.7257,                 1.6007,                0.80353,                 1.6623,                4.3e-05,                4.3e-05,                4.3e-05
                    148,                0.43266,                0.41394,                 1.0551,                0.57286,                0.38138,                 1.0527,                0.88694,                0.79975,                0.85275,                0.48629,                 1.3709,                0.70592,                 1.7256,                  1.593,                0.78921,                 1.6692,               3.64e-05,               3.64e-05,               3.64e-05
                    149,                0.43526,                0.41693,                 1.0475,                0.57554,                 0.3834,                 1.0468,                0.88959,                0.79982,                0.85278,                0.48722,                 1.3745,                0.71023,                 1.7254,                 1.5929,                0.80165,                 1.6728,               2.98e-05,               2.98e-05,               2.98e-05
                    150,                0.44383,                0.41851,                 1.0535,                0.57863,                0.38721,                 1.0538,                0.87061,                0.80683,                0.85006,                0.48453,                 1.3722,                0.71151,                 1.7312,                 1.5909,                0.80589,                 1.6647,               2.32e-05,               2.32e-05,               2.32e-05
