epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,66.2332,2.7914,3.10375,2.7218,0.28958,0.14119,0.11094,0.03256,2.86419,4.90412,2.17248,0.000323529,0.000323529,0.000323529
2,89.9728,0.94562,0.72733,1.05926,0.79771,0.54451,0.68872,0.37821,1.79116,2.30708,1.53843,0.000653611,0.000653611,0.000653611
3,113.653,0.82715,0.5601,0.99189,0.8562,0.77977,0.84568,0.48486,1.76656,1.14784,1.61552,0.000980393,0.000980393,0.000980393
4,137.648,0.80416,0.51876,0.98685,0.87954,0.81928,0.87253,0.51203,1.67317,0.82263,1.57171,0.00098515,0.00098515,0.00098515
5,161.948,0.80897,0.50832,0.98905,0.88224,0.81035,0.86826,0.50658,1.6228,0.73559,1.47388,0.0009802,0.0009802,0.0009802
6,186.08,0.79203,0.49263,0.98352,0.91121,0.80239,0.87577,0.51978,1.64456,0.73958,1.58671,0.00097525,0.00097525,0.00097525
7,210.574,0.78641,0.48218,0.9873,0.87117,0.82349,0.85997,0.50861,1.63139,0.76969,1.50996,0.0009703,0.0009703,0.0009703
8,234.983,0.77823,0.46793,0.97776,0.9006,0.81014,0.86328,0.51713,1.58712,0.72608,1.51766,0.00096535,0.00096535,0.00096535
9,259.519,0.79943,0.47776,0.98562,0.89112,0.8115,0.87311,0.52774,1.64869,0.71887,1.5474,0.0009604,0.0009604,0.0009604
10,284.259,0.77836,0.46383,0.9786,0.92213,0.82224,0.88728,0.53935,1.59868,0.68214,1.59279,0.00095545,0.00095545,0.00095545
11,309.143,0.76914,0.45552,0.9694,0.88322,0.82902,0.87441,0.52506,1.62895,0.72073,1.5492,0.0009505,0.0009505,0.0009505
12,333.764,0.77751,0.46056,0.97677,0.92441,0.80813,0.87651,0.51017,1.67452,0.75241,1.61148,0.00094555,0.00094555,0.00094555
13,358.253,0.76033,0.45257,0.97301,0.92012,0.81649,0.8746,0.51365,1.67895,0.74565,1.59213,0.0009406,0.0009406,0.0009406
14,382.825,0.76514,0.44718,0.97172,0.90179,0.83487,0.88617,0.53977,1.57282,0.71904,1.52059,0.00093565,0.00093565,0.00093565
15,407.554,0.7716,0.45513,0.9704,0.88407,0.81153,0.86819,0.53967,1.61535,0.72022,1.52347,0.0009307,0.0009307,0.0009307
16,432.097,0.75096,0.43839,0.96566,0.88469,0.82817,0.8766,0.52987,1.55966,0.68629,1.4529,0.00092575,0.00092575,0.00092575
17,456.645,0.75541,0.43657,0.96084,0.91267,0.8145,0.88072,0.53251,1.59934,0.67163,1.52766,0.0009208,0.0009208,0.0009208
18,481.194,0.7469,0.43283,0.96897,0.88186,0.8294,0.87715,0.53151,1.57196,0.68706,1.50372,0.00091585,0.00091585,0.00091585
19,505.708,0.74036,0.43105,0.96226,0.90464,0.83475,0.88619,0.52703,1.62278,0.73829,1.58396,0.0009109,0.0009109,0.0009109
20,530.273,0.74073,0.42897,0.96511,0.92469,0.82338,0.89162,0.52915,1.62728,0.69583,1.58665,0.00090595,0.00090595,0.00090595
21,554.872,0.7284,0.42263,0.9573,0.91584,0.80856,0.87943,0.53397,1.64157,0.69529,1.58594,0.000901,0.000901,0.000901
22,579.443,0.72746,0.42413,0.95984,0.89285,0.8461,0.88745,0.54471,1.6416,0.71153,1.5917,0.00089605,0.00089605,0.00089605
23,604.254,0.73683,0.42958,0.95301,0.89068,0.85894,0.89552,0.53464,1.6375,0.67612,1.58957,0.0008911,0.0008911,0.0008911
24,628.818,0.70817,0.41405,0.94975,0.9161,0.85055,0.89811,0.53081,1.65348,0.68797,1.62862,0.00088615,0.00088615,0.00088615
25,653.336,0.72188,0.41375,0.95346,0.90266,0.84368,0.88657,0.52371,1.64868,0.6875,1.57838,0.0008812,0.0008812,0.0008812
26,677.861,0.71724,0.41308,0.9594,0.92147,0.83436,0.88907,0.52955,1.68558,0.69494,1.69495,0.00087625,0.00087625,0.00087625
27,702.381,0.721,0.41757,0.95637,0.89103,0.84188,0.89113,0.54007,1.64732,0.70223,1.61198,0.0008713,0.0008713,0.0008713
28,727.04,0.72327,0.41885,0.95285,0.89376,0.83226,0.88558,0.53218,1.61231,0.67809,1.61608,0.00086635,0.00086635,0.00086635
29,751.627,0.70972,0.40892,0.9498,0.91329,0.83203,0.88234,0.53489,1.64145,0.68164,1.55709,0.0008614,0.0008614,0.0008614
30,776.27,0.70129,0.40713,0.95173,0.89813,0.83428,0.88686,0.53512,1.64463,0.683,1.61309,0.00085645,0.00085645,0.00085645
31,800.934,0.72001,0.41682,0.95023,0.90819,0.84366,0.8935,0.53971,1.57354,0.68198,1.61133,0.0008515,0.0008515,0.0008515
32,825.459,0.69526,0.40451,0.94726,0.91915,0.82541,0.88498,0.53467,1.62004,0.73723,1.60033,0.00084655,0.00084655,0.00084655
33,850.046,0.70949,0.40967,0.9491,0.89131,0.82718,0.88933,0.52787,1.59343,0.6908,1.6184,0.0008416,0.0008416,0.0008416
34,874.582,0.70164,0.40603,0.9493,0.90799,0.83372,0.89069,0.53987,1.60242,0.73386,1.58479,0.00083665,0.00083665,0.00083665
35,899.249,0.71915,0.41564,0.94538,0.91337,0.80988,0.87304,0.53352,1.60926,0.66928,1.54177,0.0008317,0.0008317,0.0008317
36,923.844,0.68942,0.40077,0.94457,0.87285,0.83812,0.87499,0.52855,1.68348,0.70345,1.61452,0.00082675,0.00082675,0.00082675
37,948.411,0.68472,0.39442,0.94421,0.88433,0.84286,0.88037,0.53064,1.63849,0.71989,1.59523,0.0008218,0.0008218,0.0008218
38,973.061,0.69277,0.40169,0.94445,0.89344,0.83727,0.8788,0.5336,1.60692,0.68108,1.56693,0.00081685,0.00081685,0.00081685
39,997.65,0.69006,0.4043,0.94792,0.90907,0.8175,0.88238,0.53336,1.63037,0.68442,1.59283,0.0008119,0.0008119,0.0008119
40,1022.21,0.68455,0.39614,0.94251,0.88663,0.84541,0.88628,0.54065,1.65008,0.66793,1.56168,0.00080695,0.00080695,0.00080695
