                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.68141,                0.58096,                 1.1983,                0.87433,                0.61062,                 1.1958,                0.91344,                0.79736,                0.86062,                0.48334,                 1.3905,                0.71707,                   1.69,                 1.5925,                0.80185,                 1.6405,              0.0003664,              0.0003664,              0.0003664
                     99,                0.65697,                0.56456,                 1.1953,                0.83448,                0.58665,                 1.1993,                0.89839,                0.80143,                0.85647,                0.48824,                 1.3901,                0.70894,                  1.664,                 1.5471,                0.79643,                 1.5832,              0.0003598,              0.0003598,              0.0003598
                    100,                0.66755,                0.56257,                 1.1826,                0.84683,                0.58623,                 1.1813,                  0.899,                0.77623,                0.84509,                0.48121,                  1.381,                 0.7018,                 1.6798,                 1.5573,                0.79164,                 1.5962,              0.0003532,              0.0003532,              0.0003532
                    101,                0.67574,                0.56198,                 1.1879,                0.84935,                0.58128,                 1.1833,                0.89315,                0.79587,                0.86149,                0.48751,                 1.4016,                0.70005,                 1.6769,                 1.5871,                0.78309,                 1.6319,              0.0003466,              0.0003466,              0.0003466
                    102,                0.66314,                 0.5609,                 1.1882,                0.82916,                0.58368,                  1.186,                 0.8866,                0.78041,                0.85106,                0.48313,                 1.4058,                0.71901,                 1.7044,                 1.5981,                0.79911,                 1.6549,                0.00034,                0.00034,                0.00034
                    103,                0.65842,                0.55991,                 1.1801,                0.83715,                0.57406,                 1.1776,                0.92472,                0.78664,                0.86069,                0.48731,                 1.3656,                0.71831,                 1.6621,                 1.5596,                0.81511,                 1.5879,              0.0003334,              0.0003334,              0.0003334
                    104,                0.66511,                0.55845,                 1.1877,                0.83208,                0.57627,                 1.1881,                0.89179,                0.79845,                0.86159,                0.48855,                 1.3706,                0.70799,                 1.6754,                 1.5808,                0.77586,                 1.6166,              0.0003268,              0.0003268,              0.0003268
                    105,                0.65484,                0.55822,                 1.1911,                0.82727,                 0.5765,                 1.1895,                0.89447,                0.79254,                0.85918,                0.49605,                 1.3501,                0.70493,                 1.6756,                 1.5082,                0.82939,                 1.5856,              0.0003202,              0.0003202,              0.0003202
                    106,                0.66022,                0.56355,                 1.1771,                0.83606,                0.59096,                 1.1743,                0.90087,                0.79198,                0.86207,                 0.4901,                 1.3346,                0.69047,                 1.6493,                  1.555,                  0.772,                 1.6004,              0.0003136,              0.0003136,              0.0003136
                    107,                0.66291,                0.56467,                 1.1913,                0.84256,                0.59356,                 1.1867,                0.88162,                0.81085,                0.86585,                0.49315,                 1.3405,                0.69587,                 1.6522,                 1.5315,                0.78533,                 1.5849,               0.000307,               0.000307,               0.000307
                    108,                0.65083,                0.55513,                 1.1705,                0.83642,                0.58567,                 1.1719,                0.86205,                0.81565,                0.86406,                0.48986,                 1.3488,                 0.6804,                 1.6486,                 1.5354,                0.74714,                 1.5953,              0.0003004,              0.0003004,              0.0003004
                    109,                0.66101,                0.55628,                  1.181,                0.84173,                0.58489,                  1.179,                0.88568,                0.80581,                0.86654,                0.49651,                 1.3396,                0.68914,                  1.651,                  1.522,                0.73208,                 1.6047,              0.0002938,              0.0002938,              0.0002938
                    110,                0.64041,                0.55668,                  1.176,                0.81576,                0.57904,                 1.1781,                 0.9035,                0.80101,                0.85852,                0.48981,                 1.3554,                0.69531,                 1.6603,                 1.5532,                0.79707,                 1.6026,              0.0002872,              0.0002872,              0.0002872
                    111,                  0.626,                0.53583,                 1.1601,                0.81275,                0.55432,                 1.1611,                0.89251,                0.78952,                0.85919,                 0.4905,                 1.3672,                0.68797,                 1.6771,                  1.565,                0.77761,                 1.6236,              0.0002806,              0.0002806,              0.0002806
                    112,                0.63327,                0.53857,                 1.1622,                0.81558,                0.55213,                  1.162,                0.90128,                0.79574,                0.86895,                0.49142,                 1.3508,                0.68228,                 1.6636,                 1.5578,                0.78273,                 1.6146,               0.000274,               0.000274,               0.000274
                    113,                0.63907,                0.54581,                 1.1603,                 0.8262,                0.56658,                 1.1623,                 0.9027,                0.79647,                0.86098,                0.48982,                 1.3431,                0.70617,                 1.6614,                 1.5454,                  0.781,                 1.5874,              0.0002674,              0.0002674,              0.0002674
                    114,                0.63588,                 0.5468,                 1.1674,                0.82291,                0.56901,                 1.1682,                0.89244,                0.80492,                0.86506,                0.49282,                 1.3495,                0.70011,                 1.6434,                 1.5631,                0.78177,                 1.5848,              0.0002608,              0.0002608,              0.0002608
                    115,                0.62942,                0.54133,                 1.1586,                0.81651,                0.56022,                 1.1603,                0.89105,                0.79912,                0.86045,                0.49172,                 1.3552,                 0.6982,                  1.638,                 1.5651,                0.79132,                 1.5915,              0.0002542,              0.0002542,              0.0002542
                    116,                0.62436,                0.54248,                 1.1614,                 0.7938,                0.55487,                 1.1636,                0.89702,                0.79593,                0.86111,                0.49205,                 1.3253,                0.70149,                 1.6275,                 1.5441,                 0.7804,                 1.5931,              0.0002476,              0.0002476,              0.0002476
                    117,                0.61909,                0.54205,                 1.1535,                0.80672,                0.56773,                 1.1567,                0.89652,                0.80225,                0.86173,                0.49107,                 1.3772,                0.70596,                 1.7133,                 1.5706,                0.79488,                 1.6374,               0.000241,               0.000241,               0.000241
                    118,                 0.6025,                0.52596,                 1.1418,                0.78332,                0.53981,                 1.1465,                0.89235,                0.80207,                0.85969,                0.49279,                 1.3682,                0.70024,                 1.6937,                 1.5425,                0.80832,                 1.6159,              0.0002344,              0.0002344,              0.0002344
                    119,                 0.6176,                0.53566,                  1.152,                 0.7894,                0.55402,                 1.1548,                0.89674,                0.79769,                0.86209,                0.48626,                 1.3729,                0.69044,                 1.6709,                 1.5661,                0.78795,                 1.6177,              0.0002278,              0.0002278,              0.0002278
                    120,                0.62141,                0.53649,                 1.1514,                0.79508,                 0.5561,                 1.1505,                0.87038,                0.81899,                 0.8665,                0.49472,                 1.3508,                0.69763,                   1.67,                 1.5418,                 0.7737,                 1.6226,              0.0002212,              0.0002212,              0.0002212
                    121,                0.61107,                0.53487,                 1.1533,                0.79227,                0.55594,                 1.1545,                0.89525,                0.81156,                0.86621,                0.49175,                 1.3654,                0.69598,                 1.6917,                 1.5762,                0.74059,                 1.6325,              0.0002146,              0.0002146,              0.0002146
                    122,                0.63708,                0.54703,                 1.1611,                0.82014,                0.57343,                 1.1596,                0.88525,                 0.8034,                0.86273,                0.49481,                 1.3326,                0.69362,                 1.6386,                 1.5351,                0.75993,                 1.5827,               0.000208,               0.000208,               0.000208
                    123,                0.60937,                0.52913,                 1.1508,                0.79318,                0.54239,                 1.1513,                0.89459,                0.80265,                0.86086,                0.49457,                 1.3649,                0.68442,                 1.7017,                 1.5514,                0.79622,                 1.6412,              0.0002014,              0.0002014,              0.0002014
                    124,                0.60811,                0.52534,                 1.1399,                0.79087,                0.54162,                 1.1422,                0.89962,                0.79629,                0.86795,                0.48982,                 1.3492,                0.68244,                 1.6766,                 1.5526,                0.76438,                 1.6197,              0.0001948,              0.0001948,              0.0001948
                    125,                0.60968,                0.53171,                 1.1489,                0.79388,                0.55793,                 1.1523,                0.89608,                0.79881,                0.86328,                0.49169,                 1.3387,                0.67429,                 1.6626,                 1.5352,                0.78422,                  1.605,              0.0001882,              0.0001882,              0.0001882
                    126,                0.60567,                0.52595,                 1.1426,                0.77989,                0.53327,                 1.1457,                0.87188,                0.81968,                0.86666,                0.49384,                 1.3366,                0.68767,                 1.6757,                 1.5353,                0.79256,                  1.613,              0.0001816,              0.0001816,              0.0001816
                    127,                0.60305,                0.52652,                 1.1443,                0.77364,                0.54215,                 1.1455,                0.86757,                0.82045,                0.86126,                0.49044,                 1.3799,                0.69934,                 1.6946,                 1.5835,                0.78341,                 1.6319,               0.000175,               0.000175,               0.000175
                    128,                0.59627,                 0.5221,                 1.1419,                0.78678,                0.53075,                 1.1432,                0.88322,                0.80008,                0.86089,                0.49267,                 1.3611,                0.68119,                  1.672,                 1.5742,                0.76229,                 1.6078,              0.0001684,              0.0001684,              0.0001684
                    129,                0.58592,                0.52102,                 1.1341,                0.75389,                 0.5289,                 1.1367,                0.86594,                0.82385,                0.86804,                0.49821,                 1.3675,                0.68305,                 1.6819,                  1.558,                0.75521,                 1.6212,              0.0001618,              0.0001618,              0.0001618
                    130,                0.58996,                0.51902,                  1.129,                0.76775,                0.52944,                 1.1285,                0.87463,                0.82405,                0.86847,                0.50261,                 1.3463,                0.68616,                 1.6778,                 1.5558,                0.75178,                 1.6137,              0.0001552,              0.0001552,              0.0001552
                    131,                0.58803,                0.51983,                 1.1365,                0.75512,                0.52776,                 1.1359,                 0.8743,                 0.8188,                0.86558,                0.49241,                 1.3513,                0.67931,                 1.6781,                 1.5311,                0.78763,                 1.6044,              0.0001486,              0.0001486,              0.0001486
                    132,                0.58838,                0.51748,                 1.1404,                0.76497,                0.52508,                 1.1413,                0.86605,                0.82657,                0.86703,                0.49739,                 1.3405,                0.69647,                 1.6674,                  1.549,                0.75212,                 1.6097,               0.000142,               0.000142,               0.000142
                    133,                0.58699,                0.51511,                 1.1243,                0.77707,                0.52324,                 1.1262,                0.87704,                0.81069,                0.86542,                0.49473,                 1.3562,                0.68807,                 1.6851,                 1.5576,                0.78003,                 1.6155,              0.0001354,              0.0001354,              0.0001354
                    134,                 0.5874,                 0.5133,                 1.1273,                0.76218,                0.53048,                 1.1269,                0.87192,                0.82046,                0.87004,                0.49686,                 1.3569,                0.68593,                 1.6711,                  1.552,                 0.7733,                 1.6125,              0.0001288,              0.0001288,              0.0001288
                    135,                0.58326,                0.51725,                 1.1331,                0.76713,                0.53676,                 1.1354,                0.90392,                0.80511,                0.87079,                0.49855,                 1.3565,                0.68548,                 1.6773,                 1.5539,                0.75109,                 1.6167,              0.0001222,              0.0001222,              0.0001222
                    136,                0.58029,                0.51545,                 1.1214,                0.75476,                0.52732,                 1.1215,                0.90255,                0.79591,                0.86642,                 0.4967,                 1.3398,                0.68753,                  1.651,                  1.542,                0.79102,                 1.5957,              0.0001156,              0.0001156,              0.0001156
                    137,                0.57249,                0.51282,                 1.1254,                0.76277,                0.52549,                 1.1293,                0.89751,                0.79991,                0.86324,                0.49641,                 1.3493,                0.68896,                 1.6741,                 1.5586,                0.75178,                 1.6131,               0.000109,               0.000109,               0.000109
                    138,                0.57939,                0.50919,                 1.1278,                 0.7564,                0.51552,                 1.1297,                0.91304,                0.78861,                0.86565,                 0.4978,                 1.3548,                0.68179,                 1.6737,                 1.5538,                0.77294,                 1.6119,              0.0001024,              0.0001024,              0.0001024
                    139,                0.57507,                 0.5104,                 1.1125,                0.75812,                0.52197,                 1.1145,                0.87429,                0.82145,                0.86947,                 0.4989,                 1.3597,                 0.6925,                 1.6824,                 1.5408,                 0.7754,                 1.6108,               9.58e-05,               9.58e-05,               9.58e-05
                    140,                  0.564,                0.51184,                 1.1326,                0.72688,                0.51559,                 1.1331,                 0.8765,                0.81781,                0.86773,                0.49872,                 1.3538,                0.67961,                 1.6737,                 1.5354,                0.74575,                    1.6,               8.92e-05,               8.92e-05,               8.92e-05
                    141,                0.48719,                0.44158,                 1.0785,                0.63779,                0.40242,                 1.0729,                0.88207,                 0.7974,                0.85859,                0.49041,                 1.3526,                0.69154,                 1.6924,                 1.5667,                0.74755,                 1.6221,               8.26e-05,               8.26e-05,               8.26e-05
                    142,                0.46398,                0.42794,                 1.0664,                0.61092,                0.38485,                 1.0638,                0.88145,                0.79941,                0.85768,                0.49333,                 1.3429,                0.69644,                 1.6853,                 1.5564,                0.74232,                 1.6175,                7.6e-05,                7.6e-05,                7.6e-05
                    143,                0.46446,                0.42164,                 1.0618,                0.60948,                0.37681,                  1.061,                0.89782,                0.78434,                0.86402,                0.49563,                 1.3304,                0.69237,                 1.6853,                 1.5594,                0.72285,                 1.6196,               6.94e-05,               6.94e-05,               6.94e-05
                    144,                0.44881,                0.41454,                  1.057,                0.58846,                0.36517,                 1.0571,                0.87792,                0.80828,                0.86558,                0.49892,                 1.3493,                0.69463,                 1.7038,                 1.5622,                0.73612,                  1.639,               6.28e-05,               6.28e-05,               6.28e-05
                    145,                0.45605,                0.41559,                 1.0591,                0.59988,                0.36919,                  1.056,                0.91123,                0.78676,                0.86382,                0.49806,                  1.348,                0.69693,                 1.7133,                 1.5515,                0.74851,                 1.6421,               5.62e-05,               5.62e-05,               5.62e-05
                    146,                 0.4435,                0.41345,                 1.0559,                0.58432,                0.36757,                 1.0552,                0.88475,                0.81223,                0.87031,                0.50131,                 1.3475,                0.68935,                 1.7078,                 1.5564,                0.72638,                 1.6366,               4.96e-05,               4.96e-05,               4.96e-05
                    147,                0.45189,                0.41829,                 1.0613,                0.59211,                 0.3783,                  1.059,                0.89296,                0.80026,                0.86662,                0.49894,                 1.3403,                0.68937,                 1.7051,                 1.5505,                0.72777,                 1.6351,                4.3e-05,                4.3e-05,                4.3e-05
                    148,                0.43567,                0.40583,                 1.0533,                 0.5757,                 0.3581,                 1.0491,                0.90815,                0.77868,                0.86526,                0.49791,                 1.3418,                0.68809,                 1.6988,                 1.5473,                0.71989,                 1.6294,               3.64e-05,               3.64e-05,               3.64e-05
                    149,                0.43388,                0.40615,                 1.0477,                0.57638,                0.35707,                 1.0453,                0.89286,                0.79374,                0.86695,                0.49937,                 1.3437,                0.69196,                 1.7053,                 1.5504,                0.72267,                 1.6311,               2.98e-05,               2.98e-05,               2.98e-05
                    150,                0.44056,                0.40715,                 1.0505,                0.58141,                0.36224,                 1.0494,                 0.8918,                0.80076,                0.86698,                0.49915,                 1.3459,                0.69316,                 1.7117,                 1.5502,                0.71885,                 1.6386,               2.32e-05,               2.32e-05,               2.32e-05
