epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.2261,2.34557,2.74275,3.16283,0.49705,0.45411,0.45338,0.21224,1.14699,1.45066,1.82155,0.000323529,0.000323529,0.000323529
2,56.6863,0.30196,0.70749,1.0356,0.8879,0.80073,0.84805,0.49334,0.87246,0.8494,1.97152,0.000653611,0.000653611,0.000653611
3,81.5676,0.1871,0.45875,0.93077,0.89194,0.85647,0.89418,0.52637,0.8338,0.78153,1.97344,0.000980393,0.000980393,0.000980393
4,106.567,0.16218,0.39983,0.91614,0.91679,0.83626,0.88982,0.53045,0.81686,0.71876,1.93908,0.00098515,0.00098515,0.00098515
5,130.916,0.16061,0.38541,0.91656,0.8871,0.84212,0.88291,0.52765,0.85466,0.71394,1.93685,0.0009802,0.0009802,0.0009802
6,155.321,0.15446,0.36866,0.90921,0.88176,0.83134,0.87256,0.5266,0.84692,0.72949,1.91122,0.00097525,0.00097525,0.00097525
7,179.9,0.14985,0.35935,0.91502,0.88769,0.84785,0.88411,0.53123,0.8417,0.72206,1.97964,0.0009703,0.0009703,0.0009703
8,204.427,0.14793,0.35072,0.91182,0.90901,0.82059,0.8782,0.53496,0.88434,0.70275,1.88361,0.00096535,0.00096535,0.00096535
9,228.994,0.16281,0.36082,0.91897,0.90738,0.81965,0.88801,0.53411,0.89973,0.72052,1.95777,0.0009604,0.0009604,0.0009604
10,253.507,0.1565,0.35472,0.91604,0.91228,0.8355,0.87879,0.52256,0.95248,0.70527,2.01312,0.00095545,0.00095545,0.00095545
11,278.007,0.15072,0.34694,0.90593,0.90521,0.83181,0.89164,0.52728,0.88404,0.66244,1.92675,0.0009505,0.0009505,0.0009505
12,302.622,0.15453,0.34543,0.91031,0.89282,0.8454,0.89308,0.5436,0.91902,0.69933,1.93101,0.00094555,0.00094555,0.00094555
13,327.532,0.14903,0.34217,0.90781,0.91903,0.84058,0.89293,0.54013,0.88874,0.6736,1.94567,0.0009406,0.0009406,0.0009406
14,352.11,0.15805,0.34503,0.9109,0.89505,0.82999,0.88054,0.53357,0.88967,0.7074,1.87682,0.00093565,0.00093565,0.00093565
15,376.616,0.16121,0.35245,0.91135,0.90643,0.85388,0.89667,0.53823,0.92097,0.74929,1.89283,0.0009307,0.0009307,0.0009307
16,401.306,0.15239,0.33901,0.90839,0.90477,0.83003,0.89342,0.54244,0.91048,0.779,1.97282,0.00092575,0.00092575,0.00092575
17,425.868,0.15522,0.34275,0.90082,0.89373,0.85159,0.89052,0.53767,0.93868,0.7183,1.95279,0.0009208,0.0009208,0.0009208
18,450.456,0.15425,0.33699,0.90963,0.89689,0.85002,0.89217,0.53778,0.87234,0.70587,1.85902,0.00091585,0.00091585,0.00091585
19,475.023,0.15254,0.33582,0.90183,0.9264,0.8379,0.90321,0.53976,0.9419,0.70176,1.94078,0.0009109,0.0009109,0.0009109
20,500.005,0.15304,0.33514,0.90703,0.916,0.84177,0.90507,0.55092,0.8862,0.715,1.86624,0.00090595,0.00090595,0.00090595
21,524.793,0.15482,0.33805,0.91004,0.88909,0.84641,0.88827,0.53242,0.93707,0.76398,1.91828,0.000901,0.000901,0.000901
22,549.376,0.15038,0.3305,0.90595,0.90425,0.82586,0.89172,0.5425,0.97204,0.81561,1.96695,0.00089605,0.00089605,0.00089605
23,574.013,0.15679,0.33899,0.90459,0.89134,0.84662,0.89126,0.53995,0.97975,0.73044,1.97417,0.0008911,0.0008911,0.0008911
24,598.649,0.14556,0.32414,0.8976,0.90968,0.81561,0.88621,0.54518,0.94508,0.69129,1.94041,0.00088615,0.00088615,0.00088615
25,623.234,0.15506,0.32923,0.89746,0.90549,0.85179,0.90021,0.55601,0.92206,0.65934,1.90855,0.0008812,0.0008812,0.0008812
26,647.767,0.15152,0.32603,0.90434,0.90253,0.83789,0.89224,0.54896,0.89927,0.67038,1.90219,0.00087625,0.00087625,0.00087625
27,672.31,0.15353,0.32898,0.90787,0.90784,0.83686,0.89966,0.54614,0.92934,0.71261,1.95781,0.0008713,0.0008713,0.0008713
28,696.988,0.15582,0.33217,0.90275,0.8991,0.82839,0.89426,0.5426,0.92297,0.65746,1.92144,0.00086635,0.00086635,0.00086635
29,721.532,0.15168,0.32425,0.89825,0.90649,0.84219,0.89163,0.5555,0.92165,0.65842,1.8779,0.0008614,0.0008614,0.0008614
30,746.094,0.14953,0.32109,0.90046,0.91193,0.85293,0.89689,0.55457,0.92285,0.67007,1.90155,0.00085645,0.00085645,0.00085645
31,770.732,0.16002,0.32832,0.90266,0.88301,0.84597,0.88997,0.55014,0.88547,0.65636,1.90075,0.0008515,0.0008515,0.0008515
32,795.232,0.15046,0.32114,0.89895,0.91864,0.837,0.90427,0.5602,0.93914,0.7543,1.95037,0.00084655,0.00084655,0.00084655
