                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.65548,                0.57044,                 1.1892,                0.82974,                  0.603,                 1.1856,                0.86126,                0.79964,                0.85521,                0.48512,                 1.4067,                0.70352,                 1.7002,                 1.5985,                0.77873,                 1.6526,                0.00034,                0.00034,                0.00034
                    103,                0.65933,                0.56609,                 1.1837,                0.83624,                0.60148,                 1.1792,                0.86882,                 0.8054,                0.86479,                0.48948,                 1.3662,                0.69544,                 1.6785,                 1.5536,                 0.8024,                 1.6261,              0.0003334,              0.0003334,              0.0003334
                    104,                0.66088,                0.56685,                 1.1926,                0.81937,                0.60081,                 1.1885,                0.86618,                0.80548,                0.85504,                 0.4818,                 1.3693,                0.69924,                 1.6793,                 1.5693,                0.79561,                 1.6176,              0.0003268,              0.0003268,              0.0003268
                    105,                0.65114,                0.56354,                 1.1929,                0.82144,                0.59977,                 1.1937,                 0.8571,                0.81584,                 0.8566,                0.48589,                 1.3616,                 0.7059,                 1.6682,                 1.5704,                0.80445,                 1.6299,              0.0003202,              0.0003202,              0.0003202
                    106,                 0.6586,                0.56694,                 1.1827,                0.83462,                0.60262,                 1.1795,                0.87638,                0.80693,                0.86201,                0.48516,                 1.3746,                 0.7079,                 1.6806,                 1.5638,                0.77195,                 1.6299,              0.0003136,              0.0003136,              0.0003136
                    107,                0.65464,                0.56784,                 1.1933,                0.83122,                0.61456,                 1.1893,                0.86341,                0.79856,                0.85916,                 0.4915,                 1.3536,                 0.7176,                 1.6531,                 1.5341,                0.81424,                 1.6126,               0.000307,               0.000307,               0.000307
                    108,                0.65516,                0.56524,                 1.1785,                0.84162,                0.60413,                 1.1779,                0.86417,                0.81244,                0.86025,                0.49203,                 1.3375,                0.70699,                 1.6433,                 1.5273,                0.78044,                 1.5987,              0.0003004,              0.0003004,              0.0003004
                    109,                0.65823,                0.56499,                 1.1841,                0.84153,                 0.5998,                  1.183,                0.87856,                0.82349,                0.86501,                0.49709,                 1.3266,                0.72564,                 1.6342,                 1.4832,                0.83477,                 1.5716,              0.0002938,              0.0002938,              0.0002938
                    110,                0.63394,                0.56237,                 1.1774,                 0.8072,                0.60205,                 1.1755,                0.88416,                0.79952,                0.86003,                0.49195,                 1.3301,                0.71073,                 1.6378,                 1.4959,                0.86663,                 1.5651,              0.0002872,              0.0002872,              0.0002872
                    111,                0.62389,                0.54191,                 1.1642,                0.80251,                 0.5782,                 1.1626,                0.89307,                0.80275,                0.86403,                0.49174,                 1.3808,                0.70725,                 1.6724,                 1.5774,                0.79716,                 1.6385,              0.0002806,              0.0002806,              0.0002806
                    112,                0.62686,                 0.5446,                 1.1635,                0.80548,                 0.5808,                  1.161,                0.87051,                0.81164,                0.86085,                0.48751,                 1.3827,                0.70312,                 1.6847,                 1.6035,                0.77537,                 1.6497,               0.000274,               0.000274,               0.000274
                    113,                0.63483,                0.55217,                 1.1649,                0.82085,                 0.5906,                 1.1639,                0.89608,                0.81534,                0.87324,                0.49197,                 1.3818,                0.70285,                 1.6869,                 1.5648,                0.76803,                 1.6336,              0.0002674,              0.0002674,              0.0002674
                    114,                0.63167,                0.55554,                 1.1715,                0.81632,                0.59202,                 1.1695,                0.88849,                0.80715,                0.86536,                0.49356,                   1.39,                0.70603,                  1.694,                  1.602,                0.76707,                 1.6484,              0.0002608,              0.0002608,              0.0002608
                    115,                0.62723,                 0.5479,                 1.1635,                0.81122,                0.58709,                 1.1644,                0.88048,                0.81686,                0.86461,                 0.4879,                  1.368,                0.69506,                 1.6695,                 1.5848,                0.77002,                  1.621,              0.0002542,              0.0002542,              0.0002542
                    116,                0.62336,                 0.5483,                  1.166,                0.79219,                0.57961,                  1.166,                0.89465,                0.79835,                0.86299,                0.49059,                  1.388,                0.68631,                 1.6876,                 1.5661,                0.81084,                 1.6304,              0.0002476,              0.0002476,              0.0002476
                    117,                0.61398,                0.54593,                 1.1572,                0.79884,                0.59136,                 1.1587,                0.91107,                0.77878,                0.85939,                0.48992,                 1.3687,                0.71693,                 1.6864,                 1.5771,                0.78021,                 1.6497,               0.000241,               0.000241,               0.000241
                    118,                0.60148,                0.53403,                  1.149,                0.77829,                0.56759,                  1.151,                0.87118,                0.81345,                0.86241,                0.50179,                  1.364,                 0.7145,                 1.6909,                 1.5645,                0.78982,                 1.6302,              0.0002344,              0.0002344,              0.0002344
                    119,                0.61579,                0.54176,                 1.1564,                0.78444,                0.57639,                 1.1574,                0.84948,                0.82594,                0.85957,                0.48731,                 1.3855,                0.69891,                  1.691,                 1.5884,                0.76114,                 1.6424,              0.0002278,              0.0002278,              0.0002278
                    120,                0.62003,                0.54505,                 1.1551,                0.79228,                0.58053,                 1.1535,                 0.8864,                0.81127,                0.86499,                0.49248,                  1.389,                0.71127,                 1.6982,                 1.5889,                0.79368,                 1.6466,              0.0002212,              0.0002212,              0.0002212
                    121,                0.60609,                0.53983,                 1.1541,                 0.7807,                0.58008,                 1.1541,                0.89194,                0.80921,                0.86013,                0.49157,                 1.4018,                 0.7023,                 1.7095,                 1.5803,                0.79722,                 1.6413,              0.0002146,              0.0002146,              0.0002146
                    122,                0.63051,                0.55137,                 1.1607,                 0.8063,                 0.5901,                 1.1583,                0.89975,                0.78245,                0.86168,                0.48857,                 1.3665,                0.70381,                 1.6803,                 1.5663,                0.78016,                 1.6296,               0.000208,               0.000208,               0.000208
                    123,                0.60625,                0.53748,                 1.1536,                0.78182,                 0.5721,                 1.1512,                0.88536,                0.79564,                0.85639,                0.48359,                 1.4144,                0.71502,                 1.7211,                 1.6113,                0.81594,                 1.6832,              0.0002014,              0.0002014,              0.0002014
                    124,                0.60391,                 0.5349,                 1.1443,                0.78301,                0.57085,                 1.1432,                0.90625,                0.77004,                0.85617,                0.48499,                 1.3764,                0.70687,                 1.6933,                 1.5874,                 0.7707,                 1.6423,              0.0001948,              0.0001948,              0.0001948
                    125,                0.60117,                0.53794,                 1.1526,                0.78516,                0.57673,                  1.153,                0.90344,                0.80639,                0.87029,                 0.4931,                 1.3758,                0.69049,                 1.6874,                 1.5737,                0.74857,                 1.6383,              0.0001882,              0.0001882,              0.0001882
                    126,                0.60267,                0.53145,                 1.1485,                 0.7784,                0.55913,                 1.1511,                0.89641,                0.81584,                0.86683,                0.49478,                 1.3728,                0.70741,                 1.6762,                 1.5921,                0.78608,                 1.6427,              0.0001816,              0.0001816,              0.0001816
                    127,                0.60257,                0.53213,                 1.1492,                0.77306,                0.56011,                 1.1495,                 0.8915,                0.79558,                0.85783,                0.48464,                 1.3973,                 0.7062,                 1.6908,                 1.5838,                0.80431,                 1.6397,               0.000175,               0.000175,               0.000175
                    128,                0.59536,                0.53059,                 1.1468,                0.78072,                0.56061,                 1.1462,                0.89889,                0.78697,                0.86252,                0.49927,                 1.3698,                0.70327,                 1.6792,                 1.5828,                0.77463,                 1.6377,              0.0001684,              0.0001684,              0.0001684
                    129,                0.58086,                0.52625,                 1.1363,                0.74422,                0.55032,                  1.138,                0.88786,                0.81731,                0.86581,                 0.4977,                 1.3802,                0.70553,                 1.6954,                 1.5868,                0.77467,                 1.6496,              0.0001618,              0.0001618,              0.0001618
                    130,                0.58813,                0.52433,                 1.1308,                0.76741,                0.55205,                 1.1342,                0.89071,                0.79202,                0.86263,                 0.4976,                 1.3747,                0.69956,                 1.6808,                  1.589,                 0.7883,                 1.6542,              0.0001552,              0.0001552,              0.0001552
                    131,                   0.58,                0.52403,                 1.1372,                0.75047,                0.54591,                 1.1384,                0.88118,                0.81743,                0.86648,                0.49425,                 1.3488,                0.69701,                 1.6615,                 1.5771,                0.77569,                 1.6475,              0.0001486,              0.0001486,              0.0001486
                    132,                0.58079,                0.52206,                 1.1434,                   0.76,                0.54774,                 1.1468,                0.88199,                0.80092,                0.86435,                 0.4912,                 1.3855,                0.70248,                  1.707,                 1.5777,                0.79088,                 1.6596,               0.000142,               0.000142,               0.000142
                    133,                0.58359,                0.52224,                 1.1288,                0.77269,                0.55005,                 1.1314,                0.87825,                0.79219,                0.85835,                0.48558,                 1.3682,                0.69745,                 1.6839,                  1.585,                0.77753,                 1.6483,              0.0001354,              0.0001354,              0.0001354
                    134,                 0.5899,                0.52191,                  1.133,                0.76483,                 0.5473,                 1.1327,                0.89191,                0.80924,                0.86916,                0.49216,                 1.3669,                0.69969,                 1.6817,                 1.5863,                0.77986,                 1.6453,              0.0001288,              0.0001288,              0.0001288
                    135,                0.58337,                0.52546,                 1.1359,                0.76617,                0.55742,                 1.1403,                0.88349,                0.81863,                0.86583,                0.48976,                 1.3827,                0.70091,                 1.6968,                 1.6013,                0.76234,                 1.6541,              0.0001222,              0.0001222,              0.0001222
                    136,                0.57442,                0.52122,                  1.126,                0.74424,                0.55277,                 1.1256,                0.90725,                0.78243,                 0.8638,                0.49054,                 1.3603,                0.69625,                  1.681,                 1.5988,                0.77157,                 1.6509,              0.0001156,              0.0001156,              0.0001156
                    137,                0.57428,                0.51916,                 1.1312,                0.75926,                0.54985,                 1.1358,                0.91265,                0.80068,                0.86894,                0.49348,                 1.3689,                 0.6989,                 1.6908,                  1.593,                 0.7901,                 1.6621,               0.000109,               0.000109,               0.000109
                    138,                0.57812,                0.51608,                 1.1323,                0.75206,                0.54155,                  1.134,                0.90057,                0.77758,                0.86206,                0.49014,                 1.3857,                0.70181,                 1.7058,                 1.6043,                0.78957,                 1.6608,              0.0001024,              0.0001024,              0.0001024
                    139,                0.57644,                 0.5195,                 1.1183,                0.75672,                0.54612,                 1.1208,                0.90798,                 0.7895,                0.86394,                0.48911,                 1.3843,                0.69638,                 1.7056,                 1.6017,                0.78261,                 1.6631,               9.58e-05,               9.58e-05,               9.58e-05
                    140,                0.56711,                0.51924,                 1.1389,                0.72569,                0.53935,                 1.1417,                0.88756,                 0.8016,                0.86333,                0.49475,                 1.3699,                0.68883,                 1.6957,                 1.5753,                0.77274,                 1.6422,               8.92e-05,               8.92e-05,               8.92e-05
                    141,                0.48363,                0.44957,                 1.0787,                0.63188,                0.42828,                 1.0765,                0.88778,                 0.8095,                0.86586,                0.49449,                 1.3725,                0.70124,                 1.7366,                 1.5921,                 0.7961,                 1.6751,               8.26e-05,               8.26e-05,               8.26e-05
                    142,                0.46561,                0.43505,                 1.0722,                0.61565,                 0.4079,                 1.0718,                0.86726,                0.81798,                0.86074,                0.48914,                  1.365,                0.70813,                 1.7234,                 1.5839,                0.80248,                 1.6703,                7.6e-05,                7.6e-05,                7.6e-05
                    143,                0.45963,                0.42843,                 1.0632,                0.60155,                0.39717,                 1.0642,                0.87169,                0.80599,                0.86013,                0.48913,                 1.3633,                0.69694,                 1.7344,                 1.5764,                0.81867,                   1.69,               6.94e-05,               6.94e-05,               6.94e-05
                    144,                0.44859,                0.42073,                 1.0613,                0.58489,                0.38795,                 1.0608,                0.86432,                0.81418,                0.86104,                0.49409,                 1.3719,                0.70866,                  1.741,                 1.5906,                0.81348,                 1.7013,               6.28e-05,               6.28e-05,               6.28e-05
                    145,                0.45691,                 0.4245,                  1.064,                0.59694,                0.39261,                 1.0633,                0.88451,                0.78791,                0.86135,                0.49412,                 1.3707,                0.70457,                 1.7481,                 1.5959,                0.81339,                 1.7043,               5.62e-05,               5.62e-05,               5.62e-05
                    146,                0.44243,                0.42131,                 1.0611,                0.58265,                 0.3956,                 1.0611,                0.91443,                0.79757,                 0.8636,                0.49361,                 1.3591,                0.69902,                 1.7315,                 1.5734,                0.80673,                 1.6834,               4.96e-05,               4.96e-05,               4.96e-05
                    147,                0.44693,                0.42612,                 1.0628,                0.59008,                0.40005,                 1.0629,                0.87355,                0.81193,                0.85958,                 0.4922,                 1.3512,                0.69766,                 1.7224,                 1.5666,                0.80571,                 1.6744,                4.3e-05,                4.3e-05,                4.3e-05
                    148,                0.43064,                0.41427,                 1.0569,                0.57428,                0.38085,                 1.0556,                0.88799,                0.80762,                0.86682,                0.49354,                  1.362,                 0.7039,                  1.736,                  1.566,                0.81373,                 1.6796,               3.64e-05,               3.64e-05,               3.64e-05
                    149,                0.43302,                0.41587,                 1.0514,                0.57455,                0.38745,                 1.0508,                0.90439,                0.80046,                0.86779,                0.49551,                 1.3557,                0.70849,                 1.7258,                 1.5602,                0.81432,                 1.6645,               2.98e-05,               2.98e-05,               2.98e-05
                    150,                0.43993,                0.41641,                 1.0562,                0.58064,                0.38256,                 1.0577,                0.90546,                0.79423,                0.86962,                0.49631,                 1.3562,                0.70575,                 1.7363,                 1.5605,                0.81699,                 1.6698,               2.32e-05,               2.32e-05,               2.32e-05
